Date,Open
2021-09-01,28179.0390625
2021-09-02,28522.4609375
2021-09-03,28626.48046875
2021-09-06,29501.220703125
2021-09-07,29883.919921875
2021-09-08,29819.55078125
2021-09-09,29959.2109375
2021-09-10,30089.44921875
2021-09-13,30372.01953125
2021-09-14,30584.76953125
2021-09-15,30464.169921875
2021-09-16,30606.150390625
2021-09-17,30387.5390625
2021-09-21,30021.25
2021-09-22,29744.73046875
2021-09-24,30141.609375
2021-09-27,30277.8203125
2021-09-28,30142.380859375
2021-09-29,29611.919921875
2021-09-30,29569.189453125
2021-10-01,29235.109375
2021-10-04,29044.470703125
2021-10-05,28050.390625
2021-10-06,28033.91015625
2021-10-07,27665.970703125
2021-10-08,28031.369140625
2021-10-11,27977.5703125
2021-10-12,28458.880859375
2021-10-13,28085.439453125
2021-10-14,28264.41015625
2021-10-15,28787.259765625
2021-10-18,29093.8203125
2021-10-19,29117.279296875
2021-10-20,29385.94921875
2021-10-21,29152.740234375
2021-10-22,28578.529296875
2021-10-25,28527.130859375
2021-10-26,28927.609375
2021-10-27,29056.009765625
2021-10-28,28871.609375
2021-10-29,28819.16015625
2021-11-01,29330.6796875
2021-11-02,29462.400390625
2021-11-04,29859.740234375
2021-11-05,29840.73046875
2021-11-08,29735.44921875
2021-11-09,29557.55078125
2021-11-10,29209.060546875
2021-11-11,29046.189453125
2021-11-12,29381.44921875
2021-11-15,29807.369140625
2021-11-16,29749.7109375
2021-11-17,29906.6796875
2021-11-18,29597.9296875
2021-11-19,29641.05078125
2021-11-22,29618.55078125
2021-11-24,29663.44921875
2021-11-25,29469.650390625
2021-11-26,29324.470703125
2021-11-29,28337.9609375
2021-11-30,28611.73046875
2021-12-01,27866.73046875
2021-12-02,27716.19921875
2021-12-03,27841.05078125
2021-12-06,28069.9609375
2021-12-07,28138.8203125
2021-12-08,28792.890625
2021-12-09,28827.3203125
2021-12-10,28542.5
2021-12-13,28705.259765625
2021-12-14,28554.859375
2021-12-15,28358.470703125
2021-12-16,28868.369140625
2021-12-17,28854.599609375
2021-12-20,28325.4609375
2021-12-21,28309.599609375
2021-12-22,28614.060546875
2021-12-23,28703.009765625
2021-12-24,28836.05078125
2021-12-27,28786.330078125
2021-12-28,28953.3203125
2021-12-29,28995.73046875
2021-12-30,28794.240234375
2022-01-04,29098.41015625
2022-01-05,29288.80078125
2022-01-06,29136.75
2022-01-07,28711.529296875
2022-01-11,28380.900390625
2022-01-12,28449.529296875
2022-01-13,28658.220703125
2022-01-14,28246.990234375
2022-01-17,28332.720703125
2022-01-18,28451.33984375
2022-01-19,27928.890625
2022-01-20,27401.4296875
2022-01-21,27404.359375
2022-01-24,27258.44921875
2022-01-25,27466.8203125
2022-01-26,27105.98046875
2022-01-27,27139.880859375
2022-01-28,26429.849609375
2022-01-31,26690.599609375
2022-02-01,27167.140625
2022-02-02,27302.990234375
2022-02-03,27330.9609375
2022-02-04,27095.900390625
2022-02-07,27327.630859375
2022-02-08,27318.30078125
2022-02-09,27488.650390625
2022-02-10,27818.099609375
2022-02-14,27305.919921875
2022-02-15,27183.560546875
2022-02-16,27269.05078125
2022-02-17,27431.419921875
2022-02-18,26895.16015625
2022-02-21,26771.580078125
2022-02-22,26515.44921875
2022-02-24,26281.349609375
2022-02-25,26213.19921875
2022-02-28,26457.51953125
2022-03-01,26836.740234375
2022-03-02,26532.19921875
2022-03-03,26628.869140625
2022-03-04,26421.849609375
2022-03-07,25634.08984375
2022-03-08,24974.349609375
2022-03-09,24876.490234375
2022-03-10,25108.470703125
2022-03-11,25495.029296875
2022-03-14,25338.640625
2022-03-15,25228.529296875
2022-03-16,25574.900390625
2022-03-17,26170.380859375
2022-03-18,26649.5
2022-03-22,27091.3203125
2022-03-23,27606.7890625
2022-03-24,27693.76953125
2022-03-25,28338.810546875
2022-03-28,28084.080078125
2022-03-29,28173.4296875
2022-03-30,28250.80078125
2022-03-31,27809.970703125
2022-04-01,27624.109375
2022-04-04,27685.650390625
2022-04-05,27965.939453125
2022-04-06,27533.880859375
2022-04-07,27032.419921875
2022-04-08,27097.05078125
2022-04-11,26877.599609375
2022-04-12,26606.869140625
2022-04-13,26436.060546875
2022-04-14,26925.640625
2022-04-15,26932.48046875
2022-04-18,26831.44921875
2022-04-19,27096.490234375
2022-04-20,27210.7890625
2022-04-21,27259.140625
2022-04-22,27197.80078125
2022-04-25,26692.48046875
2022-04-26,26743.2109375
2022-04-27,26313.140625
2022-04-28,26430.279296875
2022-05-02,26851.099609375
2022-05-06,26784.2890625
2022-05-09,26705.3203125
2022-05-10,26149.060546875
2022-05-11,26045.380859375
2022-05-12,25945.0390625
2022-05-13,25918.80078125
2022-05-16,26753.369140625
2022-05-17,26555.23046875
2022-05-18,26826.8203125
2022-05-19,26435.3203125
2022-05-20,26448.23046875
2022-05-23,26991.419921875
2022-05-24,27005.4296875
2022-05-25,26711.529296875
2022-05-26,26685.01953125
2022-05-27,26947.80078125
2022-05-30,27092.8203125
2022-05-31,27318.08984375
2022-06-01,27295.630859375
2022-06-02,27340.51953125
2022-06-03,27660.619140625
2022-06-06,27549.640625
2022-06-07,27984.7890625
2022-06-08,28100.259765625
2022-06-09,28189.349609375
2022-06-10,27996.349609375
2022-06-13,27369.66015625
2022-06-14,26555.75
2022-06-15,26625.6796875
2022-06-16,26715.51953125
2022-06-17,25988.19921875
2022-06-20,26156.619140625
2022-06-21,26070.919921875
2022-06-22,26441.720703125
2022-06-23,26134.890625
2022-06-24,26228.419921875
2022-06-27,26741.80078125
2022-06-28,26795.6796875
2022-06-29,26814.23046875
2022-06-30,26753.279296875
2022-07-01,26460.7109375
2022-07-04,26086.779296875
2022-07-05,26386.23046875
2022-07-06,26190.400390625
2022-07-07,26280.939453125
2022-07-08,26623.849609375
2022-07-11,26892.73046875
2022-07-12,26701.0
2022-07-13,26403.7890625
2022-07-14,26357.3203125
2022-07-15,26736.080078125
2022-07-19,27003.830078125
2022-07-20,27295.94921875
2022-07-21,27627.880859375
2022-07-22,27773.140625
2022-07-25,27697.76953125
2022-07-26,27682.19921875
2022-07-27,27575.16015625
2022-07-28,27909.150390625
2022-07-29,27915.220703125
2022-08-01,27813.8203125
2022-08-02,27812.48046875
2022-08-03,27673.0
2022-08-04,27930.939453125
2022-08-05,27915.060546875
2022-08-08,28050.08984375
2022-08-09,28236.83984375
2022-08-10,27955.109375
2022-08-12,28251.740234375
2022-08-15,28623.779296875
2022-08-16,28829.529296875
2022-08-17,28952.650390625
2022-08-18,28957.400390625
2022-08-19,29095.7109375
2022-08-22,28654.0703125
2022-08-23,28580.19921875
2022-08-24,28481.33984375
2022-08-25,28415.109375
2022-08-26,28639.470703125
2022-08-29,28161.060546875
2022-08-30,28086.720703125
2022-08-31,27928.08984375
2022-09-01,27797.0
2022-09-02,27755.599609375
2022-09-05,27567.2890625
2022-09-06,27650.150390625
2022-09-07,27546.009765625
2022-09-08,27732.6796875
2022-09-09,28204.7109375
2022-09-12,28483.58984375
2022-09-13,28556.2109375
2022-09-14,28132.69921875
2022-09-15,27873.9609375
2022-09-16,27631.390625
2022-09-20,27788.6796875
2022-09-21,27440.83984375
2022-09-22,27053.580078125
2022-09-26,26779.439453125
2022-09-27,26585.380859375
2022-09-28,26422.859375
2022-09-29,26280.5
2022-09-30,26240.0
2022-10-03,25778.94921875
2022-10-04,26653.490234375
2022-10-05,27211.3203125
2022-10-06,27137.98046875
2022-10-07,26975.919921875
2022-10-11,26757.119140625
2022-10-12,26353.220703125
2022-10-13,26398.2890625
2022-10-14,26599.3203125
2022-10-17,26785.01953125
2022-10-18,27167.73046875
2022-10-19,27225.169921875
2022-10-20,26981.75
2022-10-21,26903.5
2022-10-24,27233.0
2022-10-25,27113.19921875
2022-10-26,27410.640625
2022-10-27,27407.23046875
2022-10-28,27097.380859375
2022-10-31,27404.30078125
2022-11-01,27614.640625
2022-11-02,27562.30078125
2022-11-04,27371.890625
2022-11-07,27406.779296875
2022-11-08,27718.83984375
2022-11-09,27884.55078125
2022-11-10,27459.080078125
2022-11-11,27868.689453125
2022-11-14,28277.640625
2022-11-15,27940.259765625
2022-11-16,28020.490234375
2022-11-17,27952.2109375
2022-11-18,28009.8203125
2022-11-21,27982.0
2022-11-22,28059.509765625
2022-11-24,28373.720703125
2022-11-25,28398.76953125
2022-11-28,28220.560546875
2022-11-29,27991.5
2022-11-30,27886.669921875
2022-12-01,28273.130859375
2022-12-02,27983.1796875
2022-12-05,27752.990234375
2022-12-06,27704.060546875
2022-12-07,27670.2890625
2022-12-08,27622.30078125
2022-12-09,27633.9609375
2022-12-12,27741.099609375
2022-12-13,28067.369140625
2022-12-14,28005.029296875
2022-12-15,27991.140625
2022-12-16,27706.69921875
2022-12-19,27279.919921875
2022-12-20,27257.349609375
2022-12-21,26547.169921875
2022-12-22,26552.4296875
2022-12-23,26207.76953125
2022-12-26,26299.5390625
2022-12-27,26570.779296875
2022-12-28,26309.33984375
2022-12-29,26074.900390625
2022-12-30,26288.0
2023-01-04,25834.9296875
2023-01-05,25825.5
2023-01-06,25740.080078125
2023-01-10,26176.609375
2023-01-11,26362.2109375
2023-01-12,26524.939453125
2023-01-13,26391.779296875
2023-01-16,25836.669921875
2023-01-17,25915.509765625
2023-01-18,26251.33984375
2023-01-19,26541.080078125
2023-01-20,26346.689453125
2023-01-23,26880.2109375
2023-01-24,27150.4296875
2023-01-25,27175.880859375
2023-01-26,27444.640625
2023-01-27,27428.41015625
2023-01-30,27384.76953125
2023-01-31,27458.560546875
2023-02-01,27483.41015625
2023-02-02,27453.669921875
2023-02-03,27455.029296875
2023-02-06,27764.66015625
2023-02-07,27744.900390625
2023-02-08,27690.740234375
2023-02-09,27453.400390625
2023-02-10,27711.25
2023-02-13,27550.349609375
2023-02-14,27705.369140625
2023-02-15,27686.009765625
2023-02-16,27654.720703125
2023-02-17,27484.599609375
2023-02-20,27497.130859375
2023-02-21,27486.08984375
2023-02-22,27265.990234375
2023-02-24,27144.720703125
2023-02-27,27322.73046875
2023-02-28,27515.33984375
2023-03-01,27363.5703125
2023-03-02,27564.8203125
2023-03-03,27683.259765625
2023-03-06,28182.310546875
2023-03-07,28202.58984375
2023-03-08,28237.2109375
2023-03-09,28648.109375
2023-03-10,28385.2890625
2023-03-13,27886.2109375
2023-03-14,27455.94921875
2023-03-15,27421.66015625
2023-03-16,26796.669921875
2023-03-17,27232.23046875
2023-03-20,27253.73046875
2023-03-22,27298.150390625
2023-03-23,27232.970703125
2023-03-24,27368.619140625
2023-03-27,27482.390625
2023-03-28,27573.8203125
2023-03-29,27549.369140625
2023-03-30,27827.890625
2023-03-31,28009.220703125
2023-04-03,28203.349609375
2023-04-04,28213.9296875
2023-04-05,28111.0390625
2023-04-06,27589.140625
2023-04-07,27554.369140625
2023-04-10,27658.51953125
2023-04-11,27895.900390625
2023-04-12,27985.9296875
2023-04-13,27952.580078125
2023-04-14,28321.5390625
2023-04-17,28537.990234375
2023-04-18,28567.5390625
2023-04-19,28619.83984375
2023-04-20,28472.0
2023-04-21,28590.55078125
2023-04-24,28631.779296875
2023-04-25,28697.73046875
2023-04-26,28478.51953125
2023-04-27,28340.58984375
2023-04-28,28705.91015625
2023-05-01,29058.05078125
2023-05-02,29278.80078125
2023-05-08,29095.4609375
2023-05-09,29020.630859375
2023-05-10,29189.41015625
2023-05-11,29110.7890625
2023-05-12,29199.30078125
2023-05-15,29547.0390625
2023-05-16,29838.009765625
2023-05-17,29912.439453125
2023-05-18,30432.5390625
2023-05-19,30847.359375
2023-05-22,30735.7109375
2023-05-23,31245.720703125
2023-05-24,30728.689453125
2023-05-25,30599.26953125
2023-05-26,30909.609375
2023-05-29,31388.009765625
2023-05-30,31196.240234375
2023-05-31,31057.08984375
2023-06-01,30886.009765625
2023-06-02,31300.720703125
2023-06-05,31864.119140625
2023-06-06,31988.369140625
2023-06-07,32618.779296875
2023-06-08,31877.7890625
2023-06-09,31927.380859375
2023-06-12,32412.119140625
2023-06-13,32668.94921875
2023-06-14,33331.46875
2023-06-15,33493.69140625
2023-06-16,33399.1484375
2023-06-19,33768.69140625
2023-06-20,33269.5703125
2023-06-21,33200.62890625
2023-06-22,33438.01171875
2023-06-23,33458.3515625
2023-06-26,32647.080078125
2023-06-27,32629.9609375
2023-06-28,32807.83984375
2023-06-29,33306.83984375
2023-06-30,33068.359375
2023-07-03,33517.6015625
2023-07-04,33512.26171875
2023-07-05,33165.05859375
2023-07-06,33058.3984375
2023-07-07,32450.640625
2023-07-10,32393.4609375
2023-07-11,32434.669921875
2023-07-12,32280.05078125
2023-07-13,32106.05078125
2023-07-14,32587.900390625
2023-07-18,32457.1796875
2023-07-19,32812.359375
2023-07-20,32803.3515625
2023-07-21,32336.859375
2023-07-24,32648.140625
2023-07-25,32705.390625
2023-07-26,32704.9609375
2023-07-27,32523.689453125
2023-07-28,32444.419921875
2023-07-31,33128.828125
2023-08-01,33292.30859375
2023-08-02,33123.12109375
2023-08-03,32375.849609375
2023-08-04,32019.060546875
2023-08-07,31921.279296875
2023-08-08,32430.609375
2023-08-09,32346.3203125
2023-08-10,32015.9609375
2023-08-14,32456.720703125
2023-08-15,32372.529296875
2023-08-16,31965.580078125
2023-08-17,31621.98046875
2023-08-18,31321.259765625
2023-08-21,31552.849609375
2023-08-22,31792.599609375
2023-08-23,31717.91015625
2023-08-24,32130.51953125
2023-08-25,31840.91015625
2023-08-28,31915.6796875
2023-08-29,32280.5703125
2023-08-30,32432.94921875
2023-08-31,32361.01953125
