Date,Open
2021-09-01,25871.8203125
2021-09-02,26203.51953125
2021-09-03,26022.669921875
2021-09-06,25827.169921875
2021-09-07,26207.220703125
2021-09-08,26396.109375
2021-09-09,26076.9296875
2021-09-10,25870.7109375
2021-09-13,25885.30078125
2021-09-14,25827.69921875
2021-09-15,25310.029296875
2021-09-16,25042.029296875
2021-09-17,24589.169921875
2021-09-20,24640.4296875
2021-09-21,23867.16015625
2021-09-23,24614.140625
2021-09-24,24487.240234375
2021-09-27,24131.419921875
2021-09-28,24323.0
2021-09-29,24276.7109375
2021-09-30,24494.259765625
2021-10-04,24478.6796875
2021-10-05,23771.650390625
2021-10-06,24259.19921875
2021-10-07,24339.3203125
2021-10-08,25064.80078125
2021-10-11,25161.80078125
2021-10-12,24995.94921875
2021-10-15,25187.05078125
2021-10-18,25425.3203125
2021-10-19,25471.25
2021-10-20,26074.19921875
2021-10-21,26141.849609375
2021-10-22,26114.83984375
2021-10-25,26020.779296875
2021-10-26,26234.939453125
2021-10-27,25795.169921875
2021-10-28,25648.419921875
2021-10-29,25466.859375
2021-11-01,25268.349609375
2021-11-02,25609.009765625
2021-11-03,25060.9296875
2021-11-04,25141.099609375
2021-11-05,24950.6796875
2021-11-08,24743.5390625
2021-11-09,24952.8203125
2021-11-10,24787.439453125
2021-11-11,24856.109375
2021-11-12,25522.830078125
2021-11-15,25437.990234375
2021-11-16,25446.650390625
2021-11-17,25667.810546875
2021-11-18,25369.880859375
2021-11-19,24934.400390625
2021-11-22,25057.060546875
2021-11-23,24688.990234375
2021-11-24,24672.099609375
2021-11-25,24699.689453125
2021-11-26,24502.6796875
2021-11-29,23910.490234375
2021-11-30,23782.859375
2021-12-01,23595.5703125
2021-12-02,23524.05078125
2021-12-03,23675.259765625
2021-12-06,23420.439453125
2021-12-07,23704.509765625
2021-12-08,24090.01953125
2021-12-09,24168.41015625
2021-12-10,24070.560546875
2021-12-13,24242.259765625
2021-12-14,23693.73046875
2021-12-15,23658.0390625
2021-12-16,23287.9296875
2021-12-17,23463.779296875
2021-12-20,23079.830078125
2021-12-21,22795.5703125
2021-12-22,23221.130859375
2021-12-23,23141.7890625
2021-12-24,23375.990234375
2021-12-28,23282.349609375
2021-12-29,23253.98046875
2021-12-30,23130.44921875
2021-12-31,23553.7890625
2022-01-03,23510.5390625
2022-01-04,23400.619140625
2022-01-05,23323.76953125
2022-01-06,22843.19921875
2022-01-07,23318.919921875
2022-01-10,23523.900390625
2022-01-11,23678.689453125
2022-01-12,24069.51953125
2022-01-13,24561.48046875
2022-01-14,24185.859375
2022-01-17,24390.2890625
2022-01-18,24274.75
2022-01-19,24229.779296875
2022-01-20,24263.150390625
2022-01-21,24897.58984375
2022-01-24,24693.4296875
2022-01-25,24251.220703125
2022-01-26,24342.900390625
2022-01-27,23952.009765625
2022-01-28,23818.939453125
2022-01-31,23624.140625
2022-02-04,24392.859375
2022-02-07,24609.4296875
2022-02-08,24548.05078125
2022-02-09,24727.33984375
2022-02-10,25050.58984375
2022-02-11,24837.19921875
2022-02-14,24725.099609375
2022-02-15,24458.5
2022-02-16,24618.30078125
2022-02-17,24722.880859375
2022-02-18,24633.66015625
2022-02-21,24109.58984375
2022-02-22,23692.5390625
2022-02-23,23617.970703125
2022-02-24,23268.029296875
2022-02-25,22908.099609375
2022-02-28,22818.169921875
2022-03-01,22739.83984375
2022-03-02,22568.359375
2022-03-03,22434.259765625
2022-03-04,21879.130859375
2022-03-07,21308.900390625
2022-03-08,21082.390625
2022-03-09,20820.01953125
2022-03-10,21106.5703125
2022-03-11,20460.029296875
2022-03-14,20203.83984375
2022-03-15,18931.1796875
2022-03-16,18956.01953125
2022-03-17,21430.7109375
2022-03-18,21232.880859375
2022-03-21,21823.0703125
2022-03-22,21319.189453125
2022-03-23,22088.7890625
2022-03-24,22002.869140625
2022-03-25,21735.609375
2022-03-28,21422.19921875
2022-03-29,21771.2890625
2022-03-30,22101.630859375
2022-03-31,22262.16015625
2022-04-01,21693.099609375
2022-04-04,22227.109375
2022-04-06,22220.2109375
2022-04-07,21910.400390625
2022-04-08,21667.529296875
2022-04-11,21688.029296875
2022-04-12,21279.1796875
2022-04-13,21192.619140625
2022-04-14,21463.349609375
2022-04-19,21106.0
2022-04-20,20972.83984375
2022-04-21,20780.859375
2022-04-22,20261.609375
2022-04-25,20284.599609375
2022-04-26,19989.0390625
2022-04-27,19723.4609375
2022-04-28,20118.7890625
2022-04-29,20271.400390625
2022-05-03,20927.619140625
2022-05-04,21025.69921875
2022-05-05,21163.150390625
2022-05-06,20287.060546875
2022-05-10,19300.6796875
2022-05-11,19511.80078125
2022-05-12,19556.890625
2022-05-13,19615.990234375
2022-05-16,20131.529296875
2022-05-17,20193.599609375
2022-05-18,20674.23046875
2022-05-19,20146.9609375
2022-05-20,20470.94921875
2022-05-23,20608.650390625
2022-05-24,20420.140625
2022-05-25,20115.560546875
2022-05-26,20272.220703125
2022-05-27,20646.060546875
2022-05-30,20933.5
2022-05-31,21106.41015625
2022-06-01,21407.7890625
2022-06-02,21057.0390625
2022-06-06,21282.509765625
2022-06-07,21577.48046875
2022-06-08,21788.890625
2022-06-09,22121.529296875
2022-06-10,21522.5
2022-06-13,21162.529296875
2022-06-14,20783.5390625
2022-06-15,21111.3203125
2022-06-16,21515.640625
2022-06-17,20716.740234375
2022-06-20,20948.80078125
2022-06-21,21264.98046875
2022-06-22,21469.740234375
2022-06-23,21157.580078125
2022-06-24,21450.6796875
2022-06-27,21976.80078125
2022-06-28,22144.630859375
2022-06-29,22125.609375
2022-06-30,21917.44921875
2022-07-04,21690.6796875
2022-07-05,22053.16015625
2022-07-06,21777.640625
2022-07-07,21352.69921875
2022-07-08,21961.75
2022-07-11,21470.76953125
2022-07-12,20905.0703125
2022-07-13,20911.529296875
2022-07-14,20818.26953125
2022-07-15,20522.109375
2022-07-18,20479.580078125
2022-07-19,20719.19921875
2022-07-20,20968.419921875
2022-07-21,20811.599609375
2022-07-22,20717.470703125
2022-07-25,20516.33984375
2022-07-26,20676.6796875
2022-07-27,20684.48046875
2022-07-28,20705.4609375
2022-07-29,20647.44921875
2022-08-01,20026.599609375
2022-08-02,19943.16015625
2022-08-03,19865.689453125
2022-08-04,20011.25
2022-08-05,20283.58984375
2022-08-08,20065.349609375
2022-08-09,20039.30078125
2022-08-10,19956.509765625
2022-08-11,19840.5703125
2022-08-12,20158.2890625
2022-08-15,20038.48046875
2022-08-16,20107.140625
2022-08-17,19995.76953125
2022-08-18,19991.939453125
2022-08-19,19656.80078125
2022-08-22,19572.419921875
2022-08-23,19644.23046875
2022-08-24,19542.240234375
2022-08-25,19418.4609375
2022-08-26,20138.689453125
2022-08-29,19960.2890625
2022-08-30,20062.73046875
2022-08-31,19589.849609375
2022-09-01,19761.720703125
2022-09-02,19572.470703125
2022-09-05,19299.08984375
2022-09-06,19261.69921875
2022-09-07,18915.869140625
2022-09-08,19043.83984375
2022-09-09,18893.650390625
2022-09-13,19404.640625
2022-09-14,18933.30078125
2022-09-15,18833.900390625
2022-09-16,18732.439453125
2022-09-19,18695.349609375
2022-09-20,18700.6796875
2022-09-21,18638.849609375
2022-09-22,18080.9296875
2022-09-23,18055.58984375
2022-09-26,17781.869140625
2022-09-27,17838.650390625
2022-09-28,17703.390625
2022-09-29,17570.169921875
2022-09-30,17165.9296875
2022-10-03,17050.25
2022-10-05,17811.970703125
2022-10-06,18100.48046875
2022-10-07,17851.619140625
2022-10-10,17449.359375
2022-10-11,17194.73046875
2022-10-12,16758.26953125
2022-10-13,16700.650390625
2022-10-14,16671.6796875
2022-10-17,16479.740234375
2022-10-18,16860.19921875
2022-10-19,16805.91015625
2022-10-20,16230.7900390625
2022-10-21,16331.1103515625
2022-10-24,15894.75
2022-10-25,15242.099609375
2022-10-26,15096.3203125
2022-10-27,15721.26953125
2022-10-28,15424.9404296875
2022-10-31,14830.6904296875
2022-11-01,14859.919921875
2022-11-02,15389.5498046875
2022-11-03,15477.740234375
2022-11-04,15442.759765625
2022-11-07,16031.7900390625
2022-11-08,16640.599609375
2022-11-09,16552.80078125
2022-11-10,16138.2197265625
2022-11-11,17120.05078125
2022-11-14,17999.259765625
2022-11-15,17665.80078125
2022-11-16,18169.2109375
2022-11-17,18071.599609375
2022-11-18,18316.359375
2022-11-21,17654.150390625
2022-11-22,17625.189453125
2022-11-23,17460.900390625
2022-11-24,17684.529296875
2022-11-25,17673.19921875
2022-11-28,17000.23046875
2022-11-29,17558.599609375
2022-11-30,18141.560546875
2022-12-01,19058.900390625
2022-12-02,18785.279296875
2022-12-05,19221.6796875
2022-12-06,19211.69921875
2022-12-07,19380.80078125
2022-12-08,18965.05078125
2022-12-09,19484.23046875
2022-12-12,19594.51953125
2022-12-13,19458.01953125
2022-12-14,19775.330078125
2022-12-15,19612.669921875
2022-12-16,19343.69921875
2022-12-19,19472.2109375
2022-12-20,19156.939453125
2022-12-21,19190.91015625
2022-12-22,19537.44921875
2022-12-23,19382.23046875
2022-12-28,19787.939453125
2022-12-29,19648.400390625
2022-12-30,20030.849609375
2023-01-03,19570.4296875
2023-01-04,20319.98046875
2023-01-05,21295.869140625
2023-01-06,21220.890625
2023-01-09,21295.939453125
2023-01-10,21370.419921875
2023-01-11,21463.8203125
2023-01-12,21599.8203125
2023-01-13,21605.0703125
2023-01-16,21818.650390625
2023-01-17,21678.05078125
2023-01-18,21514.80078125
2023-01-19,21452.259765625
2023-01-20,21812.4609375
2023-01-26,22386.369140625
2023-01-27,22614.919921875
2023-01-30,22579.880859375
2023-01-31,22190.26953125
2023-02-01,21920.80078125
2023-02-02,22276.23046875
2023-02-03,21811.080078125
2023-02-06,21349.169921875
2023-02-07,21288.390625
2023-02-08,21283.900390625
2023-02-09,21154.25
2023-02-10,21559.439453125
2023-02-13,20910.080078125
2023-02-14,21235.919921875
2023-02-15,21116.83984375
2023-02-16,20947.0703125
2023-02-17,20958.630859375
2023-02-20,20681.470703125
2023-02-21,20859.5
2023-02-22,20512.490234375
2023-02-23,20339.150390625
2023-02-24,20223.669921875
2023-02-27,19821.029296875
2023-02-28,20020.169921875
2023-03-01,19849.970703125
2023-03-02,20390.01953125
2023-03-03,20703.140625
2023-03-06,20437.869140625
2023-03-07,20606.830078125
2023-03-08,20256.890625
2023-03-09,20082.419921875
2023-03-10,19580.779296875
2023-03-13,19411.880859375
2023-03-14,19524.509765625
2023-03-15,19523.490234375
2023-03-16,19197.970703125
2023-03-17,19439.83984375
2023-03-20,19352.900390625
2023-03-21,19118.869140625
2023-03-22,19428.359375
2023-03-23,19619.740234375
